ADDRESSBLOCK,ADDRESSROAD,ADDRESSSTREET,X,Y
296A,COMPASSVALE LODGE,COMPASSVALE CRESCENT,35346.2995,42102.6867
67,HDB-MACPHERSON,CIRCUIT ROAD,34077.3119,34231.1834
72,HDB-MACPHERSON,CIRCUIT ROAD,34079.2494,34087.3293
46,MACPHERSON GARDEN,CIRCUIT ROAD,33868.1427,34265.0276
354,CLEMENTI AVENUE 2 SHOPPING CENTRE,CLEMENTI AVENUE 2,21048.9387,32869.1236
334,HDB-CLEMENTI,CLEMENTI AVENUE 2,20778.8266,33052.09
363,HDB-CLEMENTI,CLEMENTI AVENUE 2,20832.7155,32790.652
331,HDB-CLEMENTI,CLEMENTI AVENUE 2,20724.2361,32936.3008
355,HDB-CLEMENTI,CLEMENTI AVENUE 2,20904.7803,32970.955
417A,FERNVALE RIVERWALK,FERNVALE LINK,33270.8859,41499.1248
418,FERNVALE RIVERWALK,FERNVALE LINK,33254.5657,41477.5463
625,HDB-JURONG WEST,JURONG WEST STREET 61,13029.1852,35964.4057
638,HDB-CHOA CHU KANG,CHOA CHU KANG STREET 64,18546.639,42188.0287
62,HDB-MACPHERSON,CIRCUIT ROAD,33987.2262,34272.5011
318,HDB-BUKIT BATOK,BUKIT BATOK STREET 32,18399.3857,38112.3379
316,HDB-BUKIT BATOK,BUKIT BATOK STREET 32,18375.2745,38071.3355
333,HDB-BUKIT BATOK,BUKIT BATOK STREET 32,18482.4902,38470.0052
313,HDB-BUKIT BATOK,BUKIT BATOK STREET 32,18480.8847,38035.2484
312,HDB-BUKIT BATOK,BUKIT BATOK STREET 32,18431.0998,37994.1686
271,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 2,17896.6195,40075.3118
296D,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 2,17956.2558,39845.6908
248,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 2,18274.3004,40109.0155
276,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 2,18096.372,40171.3916
617,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 7,18320.8443,42482.6107
663,HDB-CHOA CHU KANG,CHOA CHU KANG CRESCENT,18815.5108,42650.0283
660,HDB-CHOA CHU KANG,CHOA CHU KANG CRESCENT,18706.364,42558.7564
665,HDB-CHOA CHU KANG,CHOA CHU KANG CRESCENT,18736.5014,42651.4357
656,HDB-CHOA CHU KANG,CHOA CHU KANG CRESCENT,18771.5042,42454.4816
203,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 1,18664.9632,40356.5767
356,HDB-BUKIT BATOK,BUKIT BATOK STREET 31,18824.3883,38221.5101
503B,MONTREAL SPRING,CANBERRA LINK,26747.3054,48001.2186
40,HDB-KALLANG/WHAMPOA,CAMBRIDGE ROAD,29660.9501,33141.3447
295A,COMPASSVALE LODGE,COMPASSVALE CRESCENT,35340.2633,42239.4414
295C,COMPASSVALE LODGE,COMPASSVALE CRESCENT,35419.4488,42131.9644
109,,BUKIT BATOK WEST AVENUE 6,18301.3695,36570.5216
34,HDB-MACPHERSON,CIRCUIT ROAD,34022.9437,34584.4744
58,MACPHERSON GARDEN,CIRCUIT ROAD,33913.6597,34138.9699
57,HDB-MACPHERSON,CIRCUIT ROAD,33939.2249,34106.7335
71,HDB-MACPHERSON,CIRCUIT ROAD,34085.1383,34127.9589
337,HDB-CLEMENTI,CLEMENTI AVENUE 2,20854.5031,33148.3602
351,HDB-CLEMENTI,CLEMENTI AVENUE 2,21049.1146,33070.3322
264F,THE CORIS,COMPASSVALE BOW,34886.398,40409.3204
264A,THE CORIS,COMPASSVALE BOW,35068.1716,40344.5044
266C,THE CORIS,COMPASSVALE BOW,35127.2314,40519.7263
264E,THE CORIS,COMPASSVALE BOW,34920.5575,40402.4589
266D,THE CORIS,COMPASSVALE BOW,35047.2593,40403.1404
264C,THE CORIS,COMPASSVALE BOW,34993.979,40379.9964
117,,EDGEFIELD PLAINS,36157.2313,41964.716
406C,,FERNVALE ROAD,32605.5055,41178.6292
328,HDB-BUKIT BATOK,BUKIT BATOK STREET 33,18456.3973,38325.4672
305,HDB-SEMBAWANG,CANBERRA ROAD,26747.3817,47469.3498
300,HDB-SEMBAWANG,CANBERRA ROAD,26840.1574,47500.5063
350C,HDB-SEMBAWANG,CANBERRA ROAD,26560.382,47954.7909
420,HDB-SEMBAWANG,CANBERRA ROAD,26394.2137,48255.4688
307,HDB-SEMBAWANG,CANBERRA ROAD,26702.2885,47508.2972
350B,HDB-SEMBAWANG,CANBERRA ROAD,26602.4665,47967.6478
304,HDB-SEMBAWANG,CANBERRA ROAD,26769.3054,47419.4597
476E,SUNSHINE COURT,CHOA CHU KANG AVENUE 5,17425.1282,39898.4002
690,HDB-JURONG WEST,JURONG WEST CENTRAL 1,13909.5427,35946.3761
751,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 5,18494.8004,41597.4828
762,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 5,18575.9951,41589.6388
765,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 5,18699.7237,41625.9638
758,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 5,18297.4689,41675.523
761,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 5,18487.899,41665.1625
561,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 6,18166.3642,42024.4243
560,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 6,18174.3568,41968.9817
633,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 6,18644.8677,42064.6488
554,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 6,17961.3214,42011.686
787,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 6,18477.6492,41968.4108
41,HDB-MACPHERSON,CIRCUIT ROAD,33892.6689,34381.2419
51,MACPHERSON GARDEN,CIRCUIT ROAD,33808.8904,34084.3208
38,HDB-MACPHERSON,CIRCUIT ROAD,33871.8574,34464.3575
59,MACPHERSON GARDEN,CIRCUIT ROAD,33947.2197,34164.8571
105,KEMBANGAN GARDENS,LENGKONG TIGA,36546.355,34209.1049
621A,,EDGEFIELD WALK,36521.4326,42546.1863
621B,,EDGEFIELD WALK,36545.161,42580.0857
602,ELIAS VIEW,ELIAS ROAD,40331.1043,39920.056
603,ELIAS VIEW,ELIAS ROAD,40286.1982,39871.0745
610,HDB-PASIR RIS,ELIAS ROAD,40100.171,39700.6949
410B,CORAL SPRING,FERNVALE ROAD,32760.6495,41301.4071
409A,CORAL VALE,FERNVALE ROAD,32878.0831,41221.3046
410C,CORAL SPRING,FERNVALE ROAD,32803.2597,41317.974
406A,,FERNVALE ROAD,32560.149,41105.6414
172,HDB-HOUGANG,HOUGANG AVENUE 1,34251.9107,36965.7897
173,HDB-HOUGANG,HOUGANG AVENUE 1,34178.7163,36915.5102
508,HDB-HOUGANG,HOUGANG AVENUE 10,34055.1692,39300.4948
516,HDB-HOUGANG,HOUGANG AVENUE 10,34201.3901,39416.9092
514,HDB-HOUGANG,HOUGANG AVENUE 10,34218.1074,39347.281
928,HDB-HOUGANG,HOUGANG STREET 91,33363.8119,39849.5361
694,HDB-JURONG WEST,JURONG WEST CENTRAL 1,13928.7078,36130.8508
214,HDB-JURONG EAST,JURONG EAST STREET 21,17501.6999,35717.1876
327,HDB-JURONG EAST,JURONG EAST STREET 31,16388.9583,36804.9505
328,HDB-JURONG EAST,JURONG EAST STREET 31,16496.8613,36843.3093
322A,HDB-JURONG EAST,JURONG EAST STREET 31,16382.8216,36644.3302
317,HDB-JURONG EAST,JURONG EAST STREET 31,16609.1826,36520.3782
325,HDB-JURONG EAST,JURONG EAST STREET 31,16388.7603,36769.5935
360,HDB-YISHUN,YISHUN RING ROAD,29376.3004,45497.476
402,HDB-YISHUN,YISHUN RING ROAD,29552.0456,45366.1368
76,HDB-QUEENSTOWN,COMMONWEALTH DRIVE,23797.7495,31455.1687
7,HDB-BUKIT MERAH,KIM TIAN PLACE,27301.6678,29546.7841
124,,KIM TIAN PLACE,27437.442,29595.4338
121A,KIM TIAN TOWERS,KIM TIAN PLACE,27427.9513,29454.5164
120,KIM TIAN TOWERS,KIM TIAN PLACE,27406.2302,29488.1714
42,HDB-BUKIT MERAH,KIM CHENG STREET,27808.6222,29651.7693
34,HDB-BUKIT MERAH,KIM CHENG STREET,27806.9768,29703.1476
45,HDB-BUKIT MERAH,KIM CHENG STREET,27809.4343,29628.7601
41,HDB-BUKIT MERAH,KIM CHENG STREET,27807.7259,29680.0898
122,HDB-BUKIT MERAH,KIM TIAN ROAD,27507.5826,29536.4736
151,HDB-QUEENSTOWN,MEI LING STREET,24630.4589,30772.6239
601,ELIAS VIEW,ELIAS ROAD,40262.5174,39982.4864
607,HDB-PASIR RIS,ELIAS ROAD,40146.3817,39819.5723
543,PANSHAN GROVE,JELAPANG ROAD,20290.8425,40494.9235
507,HDB-BUKIT PANJANG,JELAPANG ROAD,20730.8541,40943.897
558,HDB-PASIR RIS,PASIR RIS STREET 51,41175.8947,38759.9253
549,HDB-PASIR RIS,PASIR RIS STREET 51,41375.551,38877.5536
565,HDB-PASIR RIS,PASIR RIS STREET 51,41018.2125,38983.7824
553,HDB-PASIR RIS,PASIR RIS STREET 51,41293.4313,38889.6192
694D,ADMIRALTY GROVE,WOODLANDS DRIVE 62,24858.7289,46698.9002
221B,MATILDA EDGE,SUMANG LANE,34871.3194,42543.2173
914,HDB-HOUGANG,HOUGANG STREET 91,33642.2829,39946.0208
971,HDB-HOUGANG,HOUGANG STREET 91,33161.2632,40023.2288
930,HDB-HOUGANG,HOUGANG STREET 91,33337.3184,39719.5434
913,HDB-HOUGANG,HOUGANG STREET 91,33644.735,40005.0839
909,HDB-HOUGANG,HOUGANG STREET 91,33512.9973,40047.3797
272A,HDB-JURONG WEST,JURONG WEST STREET 24,13746.2702,36931.5361
272C,HDB-JURONG WEST,JURONG WEST STREET 24,13678.1323,37003.1838
271C,HDB-JURONG WEST,JURONG WEST STREET 24,13640.9033,36918.9715
271D,HDB-JURONG WEST,JURONG WEST STREET 24,13709.3221,36905.9123
272D,HDB-JURONG WEST,JURONG WEST STREET 24,13657.7878,37026.9144
351,HDB-TAMAN JURONG,CORPORATION DRIVE,15370.909,35682.5534
135,HDB-BUKIT MERAH,JALAN BUKIT MERAH,27306.2954,29006.6894
108,HDB-BUKIT MERAH,JALAN BUKIT MERAH,27123.3322,29075.18
140,HDB-BUKIT MERAH,JALAN BUKIT MERAH,27577.7308,28957.5329
134,HDB-BUKIT MERAH,JALAN BUKIT MERAH,27377.3366,29030.9288
299B,COMPASSVALE GREEN,COMPASSVALE STREET,35552.8295,42079.8336
105A,,EDGEFIELD PLAINS,36058.3698,42092.3142
104B,,EDGEFIELD PLAINS,36010.9949,42055.5497
4,GHIM MOH GREEN,GHIM MOH ROAD,22977.8693,32831.8501
3,GHIM MOH GREEN,GHIM MOH ROAD,22865.7802,32701.0365
204,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 1,18628.3528,40275.0578
201,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 1,18676.7445,40455.4869
273,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 2,17956.7659,40136.2106
297C,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 2,17956.1429,39976.686
295,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 2,17722.5263,40016.3572
296C,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 2,17870.4446,39841.4407
275,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 2,17862.9468,40138.9958
297,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 2,17827.2977,39894.6359
460,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 4,17059.7396,39978.369
308,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 4,17924.0525,40835.8048
220,MATILDA EDGE,SUMANG LANE,34860.0604,42578.4923
220A,MATILDA EDGE,SUMANG LANE,34822.8855,42598.9067
224C,MATILDA EDGE,SUMANG LANE,34750.7489,42609.9354
222A,MATILDA EDGE,SUMANG LANE,34694.9024,42555.0075
224,MATILDA EDGE,SUMANG LANE,34709.1323,42601.4561
224B,MATILDA EDGE,SUMANG LANE,34683.3192,42633.0397
298A,COMPASSVALE GREEN,COMPASSVALE STREET,35619.9006,41896.1147
412,HARMONY VIEW,HOUGANG AVENUE 10,34905.0773,39633.48
108,HDB-HOUGANG,HOUGANG AVENUE 1,34318.3711,37208.4579
684,HDB-HOUGANG,HOUGANG AVENUE 8,33962.7829,39550.922
275A,WENYA,JURONG WEST STREET 25,13410.3361,37168.8607
274C,WENYA,JURONG WEST STREET 25,13589.2119,37224.3155
34,MARSILING SAPPHIRE,MARSILING DRIVE,21177.2582,47294.4531
36,MARSILING SAPPHIRE,MARSILING DRIVE,21197.6494,47442.1711
29,MARSILING SAPPHIRE,MARSILING DRIVE,21328.2682,47196.5132
33,MARSILING SAPPHIRE,MARSILING DRIVE,21177.9112,47246.9465
82A,,MACPHERSON LANE,33829.0459,34900.0195
83,MACPHERSON VIEW,MACPHERSON LANE,33809.2434,34861.5964
292A,COMPASSVALE LODGE,COMPASSVALE STREET,35316.9123,41983.6245
291B,COMPASSVALE LODGE,COMPASSVALE STREET,35253.557,41968.8378
6,GHIM MOH GREEN,GHIM MOH ROAD,23001.4216,32731.2701
338,HDB-HOUGANG,HOUGANG AVENUE 7,35291.854,39085.1337
337,HDB-HOUGANG,HOUGANG AVENUE 7,35235.7917,39077.8925
317,HDB-HOUGANG,HOUGANG AVENUE 7,35026.2818,38593.8598
352,HDB-HOUGANG,HOUGANG AVENUE 7,35320.5904,39346.0916
339,HDB-HOUGANG,HOUGANG AVENUE 7,35261.9501,39116.0678
340,HDB-HOUGANG,HOUGANG AVENUE 7,35181.5963,39128.8836
351,HDB-HOUGANG,HOUGANG AVENUE 7,35309.5406,39305.6336
336,HDB-HOUGANG,HOUGANG AVENUE 7,35237.3442,39036.2052
355,HDB-HOUGANG,HOUGANG AVENUE 7,35224.9068,39320.6701
81,COMMONWEALTH HEIGHTS,COMMONWEALTH CLOSE,24334.8235,31791.7345
85,COMMONWEALTH HEIGHTS,COMMONWEALTH CLOSE,24217.5705,31823.5272
92B,TELOK BLANGAH PARCVIEW,TELOK BLANGAH STREET 31,25107.9675,28705.1296
93B,TELOK BLANGAH PARCVIEW,TELOK BLANGAH STREET 31,25143.6507,28655.2673
93C,TELOK BLANGAH PARCVIEW,TELOK BLANGAH STREET 31,25134.0163,28681.6845
506A,ANGSANA BREEZE @ YISHUN,YISHUN AVENUE 4,28745.199,44192.1079
113,HDB-HOUGANG,HOUGANG AVENUE 1,34163.9551,37296.3748
678D,EDELWEISS@JURONG,JURONG WEST STREET 64,13540.9584,36334.2271
684A,HDB-JURONG WEST,JURONG WEST STREET 64,13600.1421,36238.4085
683C,HDB-JURONG WEST,JURONG WEST STREET 64,13686.2775,36164.9881
635,HDB-HOUGANG,HOUGANG AVENUE 8,33096.7229,39136.679
674,HDB-HOUGANG,HOUGANG AVENUE 8,33712.097,39353.4821
676,HDB-HOUGANG,HOUGANG AVENUE 8,33665.063,39282.9785
501,HDB-HOUGANG,HOUGANG AVENUE 8,33921.9389,39340.1971
645,HDB-HOUGANG,HOUGANG AVENUE 8,33357.1075,39307.8135
434,HDB-HOUGANG,HOUGANG AVENUE 8,34733.2933,39828.9048
629,HDB-HOUGANG,HOUGANG AVENUE 8,33330.6184,39108.135
609,HDB-HOUGANG,HOUGANG AVENUE 8,33809.9007,39140.8562
945,HDB-JURONG WEST,JURONG WEST STREET 91,12064.6728,36265.1345
942,HDB-JURONG WEST,JURONG WEST STREET 91,11980.8634,36207.7455
253,COMPASSVALE HAVEN,COMPASSVALE STREET,35441.1533,41766.64
295B,COMPASSVALE LODGE,COMPASSVALE CRESCENT,35428.8143,42207.2679
522A,TAMPINES GREENLEAF,TAMPINES CENTRAL 7,39693.4614,37760.9824
339,HDB-JURONG EAST,JURONG EAST AVENUE 1,16672.3057,36850.2018
332,HDB-JURONG EAST,JURONG EAST AVENUE 1,16523.6194,37077.851
334,HDB-JURONG EAST,JURONG EAST AVENUE 1,16672.3554,36988.4515
341,HDB-JURONG EAST,JURONG EAST AVENUE 1,16641.5751,36814.2708
329,HDB-JURONG EAST,JURONG EAST AVENUE 1,16494.7368,36917.3693
331,HDB-JURONG EAST,JURONG EAST AVENUE 1,16548.5494,36993.2892
330,HDB-JURONG EAST,JURONG EAST AVENUE 1,16505.0363,36963.2646
18C,BUONA VISTA COURT,HOLLAND DRIVE,23372.5686,32513.675
13,HOLLAND VISTA,HOLLAND DRIVE,23535.7427,32407.9738
653B,HDB-JURONG WEST,JURONG WEST STREET 61,12797.4994,35362.1129
648A,HDB-JURONG WEST,JURONG WEST STREET 61,12900.1785,35611.4224
641,HDB-JURONG WEST,JURONG WEST STREET 61,12756.3852,35869.8276
642,HDB-JURONG WEST,JURONG WEST STREET 61,12700.0806,35837.2381
555,HDB-PASIR RIS,PASIR RIS STREET 51,41197.8041,38893.2397
539,HDB-PASIR RIS,PASIR RIS STREET 51,41044.2633,39066.367
133,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 6,18166.2303,37077.9927
189,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 6,18320.2545,36436.9428
147,HDB-QUEENSTOWN,MEI LING STREET,24840.8043,30744.5822
161,MEI LING VISTA,MEI LING STREET,24682.3439,30437.9038
661A,HDB-JURONG WEST,JURONG WEST STREET 64,13735.196,35318.5347
660B,HDB-JURONG WEST,JURONG WEST STREET 64,13627.9403,35376.7192
345,HDB-TAMAN JURONG,KANG CHING ROAD,15559.6073,35819.1342
352,HDB-TAMAN JURONG,KANG CHING ROAD,15409.3684,35726.0709
346,HDB-TAMAN JURONG,KANG CHING ROAD,15487.3699,35822.3531
335,HDB-TAMAN JURONG,KANG CHING ROAD,15738.9908,35690.3278
334,HDB-TAMAN JURONG,KANG CHING ROAD,15712.3998,35730.3177
804,HDB-KALLANG/WHAMPOA,KING GEORGE'S AVENUE,31041.7313,32258.409
944,HDB-JURONG WEST,JURONG WEST STREET 91,12018.2517,36305.1973
948,HDB-JURONG WEST,JURONG WEST STREET 91,12156.8887,36283.8126
949,HDB-JURONG WEST,JURONG WEST STREET 91,12236.9912,36164.5412
940,HDB-JURONG WEST,JURONG WEST STREET 91,11924.8033,36162.1544
168,CONNECTION ONE,JALAN BUKIT MERAH,26384.0436,29485.6619
3,HDB-BUKIT MERAH,DELTA AVENUE,27334.0272,30454.9598
5,HDB-BUKIT MERAH,DELTA AVENUE,27363.6511,30513.909
2,HDB-BUKIT MERAH,DELTA AVENUE,27410.9972,30458.9167
1,HDB-BUKIT MERAH,DELTA AVENUE,27473.091,30496.636
109B,DEPOT HEIGHTS,DEPOT ROAD,25318.6127,29271.935
60,MACPHERSON GARDEN,CIRCUIT ROAD,33922.2044,34198.4458
49,MACPHERSON GARDEN,CIRCUIT ROAD,33819.5927,34151.987
43,MACPHERSON GARDEN,CIRCUIT ROAD,33812.2609,34301.2499
238,HDB-BUKIT PANJANG,BUKIT PANJANG RING ROAD,21027.3016,40196.3105
236,HDB-BUKIT PANJANG,BUKIT PANJANG RING ROAD,21088.6564,40111.1732
769,HDB-CHOA CHU KANG,CHOA CHU KANG STREET 54,18787.3274,41790.2444
770,HDB-CHOA CHU KANG,CHOA CHU KANG STREET 54,18766.9685,41859.8583
340,HDB-JURONG EAST,JURONG EAST AVENUE 1,16578.3493,36915.8987
333,HDB-JURONG EAST,JURONG EAST AVENUE 1,16608.7966,37039.1845
423,HDB-JURONG WEST,JURONG WEST AVENUE 1,15995.5115,36997.172
187,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 6,18128.1968,36516.3105
192,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 6,18147.6683,36414.4603
129,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 6,18285.8437,37059.9254
491G,HDB-TAMPINES,TAMPINES STREET 45,41467.5067,38407.0548
509B,WELLINGTON VIEW,WELLINGTON CIRCLE,26652.87,48322.4324
501,,WEST COAST DRIVE,19713.9567,32620.1826
508,WEST COAST VISTA,WEST COAST DRIVE,20036.3733,32662.3015
511,WEST COAST VISTA,WEST COAST DRIVE,19886.1346,32514.1828
476A,SUNSHINE COURT,CHOA CHU KANG AVENUE 5,17395.0849,39834.3356
485,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 5,17363.758,39666.0693
12,DOVER HEIGHTS,DOVER CLOSE EAST,22712.4532,31924.9537
13,DOVER HEIGHTS,DOVER CLOSE EAST,22742.7278,31966.7628
14,DOVER HEIGHTS,DOVER CLOSE EAST,22688.8311,31988.1818
48A,DORSET VIEW,DORSET ROAD,29975.8322,32973.8077
48,DORSET VIEW,DORSET ROAD,29925.7962,32947.6405
2,DOVER COURT,DOVER ROAD,22388.9599,31716.5757
4,DOVER COURT,DOVER ROAD,22430.5,31749.7739
254,HDB-HOUGANG,HOUGANG AVENUE 3,34469.7605,38041.3873
251,HDB-HOUGANG,HOUGANG AVENUE 3,34489.3008,38002.7098
248,HDB-HOUGANG,HOUGANG AVENUE 3,34595.949,37937.8629
114,DEPOT HEIGHTS,DEPOT ROAD,25055.6255,29355.9636
112B,DEPOT HEIGHTS,DEPOT ROAD,25152.3846,29334.8942
335,HDB-JURONG EAST,JURONG EAST AVENUE 1,16742.485,36926.1662
338,HDB-JURONG EAST,JURONG EAST AVENUE 1,16642.0887,36926.2844
337,HDB-JURONG EAST,JURONG EAST AVENUE 1,16713.8723,36866.917
385,,BUKIT BATOK WEST AVENUE 5,18969.2781,38392.7486
384,,BUKIT BATOK WEST AVENUE 5,18971.811,38331.8332
386,,BUKIT BATOK WEST AVENUE 5,19012.0831,38443.1575
334,HDB-BUKIT BATOK,BUKIT BATOK STREET 32,18486.2911,38519.4426
425,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 4,17557.2154,40353.8934
491,JURONGVILLE @ AVENUE 1,JURONG WEST AVENUE 1,16091.7274,36856.2026
648C,HDB-JURONG WEST,JURONG WEST STREET 61,12934.8902,35682.166
643,HDB-JURONG WEST,JURONG WEST STREET 61,12683.4197,35713.6601
624,HDB-JURONG WEST,JURONG WEST STREET 61,12926.7018,35883.0571
393,GOODVIEW GARDENS,BUKIT BATOK WEST AVENUE 5,19074.0275,38725.5489
392,GOODVIEW GARDENS,BUKIT BATOK WEST AVENUE 5,19097.4749,38656.195
113,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 6,18190.4212,36773.1655
114,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 6,18284.8246,36773.1909
116,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 6,18324.8245,36860.7693
132,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 6,18240.7085,36973.9759
485C,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 5,17500.1497,39643.9953
268C,COMPASSVALE ARCADIA,COMPASSVALE LINK,34970.9434,40746.113
269D,COMPASSVALE ARCADIA,COMPASSVALE LINK,35064.7856,40599.611
268A,COMPASSVALE ARCADIA,COMPASSVALE LINK,35047.7484,40679.9505
641,HDB-CHOA CHU KANG,CHOA CHU KANG STREET 64,18707.4848,42243.0929
35,HDB-MACPHERSON,CIRCUIT ROAD,33864.0509,34597.2281
44,HDB-MACPHERSON,CIRCUIT ROAD,33876.1486,34320.3032
37,HDB-MACPHERSON,CIRCUIT ROAD,33916.1407,34488.7366
36,HDB-MACPHERSON,CIRCUIT ROAD,33965.8768,34586.2437
63,HDB-MACPHERSON,CIRCUIT ROAD,33933.4267,34306.8213
20,HOUGANG VIEW,HOUGANG AVENUE 3,34390.0663,38431.1949
643,HDB-HOUGANG,HOUGANG AVENUE 8,33264.0663,39284.1028
668,HDB-HOUGANG,HOUGANG AVENUE 8,33593.6079,39498.051
637,HDB-HOUGANG,HOUGANG AVENUE 8,33115.1809,39220.234
824,HDB-JURONG WEST,JURONG WEST STREET 81,12510.7029,36503.986
834,HDB-JURONG WEST,JURONG WEST STREET 81,12501.3848,36137.948
813,HDB-JURONG WEST,JURONG WEST STREET 81,12693.2544,36459.7903
814,HDB-JURONG WEST,JURONG WEST STREET 81,12694.7428,36423.0625
852,HDB-JURONG WEST,JURONG WEST STREET 81,12364.9346,36619.7212
827,HDB-JURONG WEST,JURONG WEST STREET 81,12401.2187,36419.765
605,ELIAS VIEW,ELIAS ROAD,40206.1863,39903.3906
5,GHIM MOH GREEN,GHIM MOH ROAD,22990.8432,32776.4973
76,TIONG BAHRU ESTATE,GUAN CHUAN STREET,27828.5663,29497.2272
78,,GUAN CHUAN STREET,27743.5806,29529.2015
50,THE BEO CRESCENT,HAVELOCK ROAD,27273.8431,30242.6338
95,HAVELOCK HEIGHTS,HAVELOCK ROAD,27947.6475,30098.5862
94,HAVELOCK HEIGHTS,HAVELOCK ROAD,27990.5352,30069.5907
22,HDB-BUKIT MERAH,HAVELOCK ROAD,27499.8136,30128.5088
102,HDB-BUKIT MERAH,HENDERSON CRESCENT,26693.2725,30307.6601
98,CRESCENT VIEW,COMMONWEALTH CRESCENT,24453.0017,32127.2989
108,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 6,18338.281,36619.1833
672B,HDB-CHOA CHU KANG,CHOA CHU KANG CRESCENT,18395.0979,42647.3295
690B,HDB-CHOA CHU KANG,CHOA CHU KANG CRESCENT,18936.2241,42782.6057
929,HDB-HOUGANG,HOUGANG STREET 91,33361.7615,39780.201
925,HDB-HOUGANG,HOUGANG STREET 91,33472.9742,39854.7091
938,HDB-HOUGANG,HOUGANG STREET 92,33159.2948,39587.319
184,HDB-BUKIT PANJANG,JELEBU ROAD,20112.1129,40187.0601
185,HDB-BUKIT PANJANG,JELEBU ROAD,20096.1301,40147.7285
181,HDB-BUKIT PANJANG,JELEBU ROAD,20174.1005,40136.9597
183,HDB-BUKIT PANJANG,JELEBU ROAD,20179.7992,40215.0197
52,MACPHERSON GARDEN,CIRCUIT ROAD,33803.588,34049.828
48,MACPHERSON GARDEN,CIRCUIT ROAD,33824.0698,34182.7186
77,INDUS GARDEN,INDUS ROAD,27270.5822,30392.6513
78,INDUS GARDEN,INDUS ROAD,27346.6327,30411.4035
107,TIONG BAHRU ORCHID,JALAN BUKIT MERAH,27047.2517,29143.3841
138,HDB-BUKIT MERAH,JALAN BUKIT MERAH,27211.944,28987.1049
104,TIONG BAHRU ORCHID,JALAN BUKIT MERAH,27014.2164,29274.7754
146,HDB-BUKIT MERAH,JALAN BUKIT MERAH,27720.9786,28923.5449
116,TIONG BAHRU ORCHID,JALAN BUKIT MERAH,27258.9348,29317.3723
362,HDB-BUKIT BATOK,BUKIT BATOK STREET 31,18722.3113,38109.2651
849,HDB-JURONG WEST,JURONG WEST STREET 81,12234.0899,36441.9829
669A,HDB-JURONG WEST,JURONG WEST STREET 64,13512.0991,36116.1549
668B,HDB-JURONG WEST,JURONG WEST STREET 64,13539.9073,36009.4249
676B,EDELWEISS@JURONG,JURONG WEST STREET 64,13629.3136,36459.9795
675A,EDELWEISS@JURONG,JURONG WEST STREET 64,13548.671,36396.2457
664A,HDB-JURONG WEST,JURONG WEST STREET 64,13541.1586,35708.5402
677C,EDELWEISS@JURONG,JURONG WEST STREET 64,13715.0871,36388.157
167,CONNECTION ONE,JALAN BUKIT MERAH,26353.7723,29453.1421
133,HDB-BUKIT MERAH,JALAN BUKIT MERAH,27341.4154,29111.763
139,HDB-BUKIT MERAH,JALAN BUKIT MERAH,27272.897,29059.5271
7,EVERTON PARK,EVERTON PARK,28596.7363,28821.3282
202,BEDOK TOWN CENTRE,BEDOK NORTH STREET 1,38536.0869,34210.0555
