X,Y,description,ADDRESSBUILDINGNAME,ADDRESSSTREETNAME
103.8470829,1.371409206,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ BLK 712 ANG MO KIO,"BLK 712 ANG MO KIO AVE 6, BLK 712 ANG MO KIO, #01-4056"
103.849692,1.348888439,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ BLK 510 ST13,"BLK 510 BISHAN ST 13, #01-520"
103.8570073,1.291455259,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",GAIN CITY @ MARINA SQUARE,"6 RAFFLES BOULEVARD, MARINA SQUARE, #03 - 223 / 232"
103.8498342,1.291146273,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",BEST DENKI @ FUNAN,"109 NORTH BRIDGE ROAD, FUNAN, #3-16"
103.8554112,1.299112871,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CHALLENGER @ BUGIS JUNCTION,"200 VICTORIA STREET, BUGIS JUNCTION, #3-10E"
103.8317579,1.293802346,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",BEST DENKI @ GREAT WORLD CITY,"1 KIM SENG PROMENADE, GREAT WORLD CITY, #07-01"
103.8346761,1.302424166,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",BEST DENKI @ NGEE ANN CITY TOWER A,"391A ORCHARD ROAD, NGEE ANN CITY TOWER A"
103.801127,1.273676578,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ 460 ALEXANDRA RD,"460 ALEXANDRA RD, 460 ALEXANDRA RD, #01-09 AND #01-16"
103.784084,1.292774313,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ NUH MEDICAL CENTRE,"1 LOWER KENT RIDGE RD, NUH MEDICAL CENTRE, #02-16"
103.8100313,1.281122264,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ DEPOT HEIGHTS SHOPPING CENTRE,"BLK 108 DEPOT RD, DEPOT HEIGHTS SHOPPING CENTRE, #01-01"
103.7926194,1.309258715,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ BLK 36 HOLLAND DR,"BLK 36 HOLLAND DR, BLK 36 HOLLAND DR, #01-03/04/05"
103.7816972,1.304763563,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ BLK 28 DOVER CRESCENT,"BLK 28 DOVER CRESCENT, BLK 28 DOVER CRESCENT, #01-83"
103.7654765,1.312481082,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ BLK 451 AVE 3,"BLK 451 CLEMENTI AVE 3, BLK 451 AVE 3, #01-307"
103.720268,1.335042021,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ TAMAN JURONG SHOPPING CENTRE,"BLK 399 YUNG SHENG RD, TAMAN JURONG SHOPPING CENTRE, #01-35"
103.7224529,1.332059384,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ BLK 66 YUNG KANG RD,"BLK 63/66 YUNG KUANG RD, BLK 66 YUNG KANG RD, #01-119 AND #02-119"
103.7123877,1.346396041,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ BOON LAY SHOPPING CENTRE,"BLK 221 BOON LAY PLACE, BOON LAY SHOPPING CENTRE, #02-200"
103.7064609,1.339830153,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ JURONG POINT 1,"NO. 1 JURONG WEST CENTRAL 2, JURONG POINT 1, #B1-09"
103.7590809,1.311885956,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ BLK 502 WEST COAST DR,"BLK 502 WEST COAST DR, BLK 502 WEST COAST DR, #01-41"
103.7627412,1.378349713,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ HILLION MALL,"17 PETIR RD,HILLION MALL, #B2-67"
103.8533697,1.280238253,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",MARINA BAY LINK MALL,8A MARINA BOULEVARD
103.8468789,1.283515212,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CROSS STREET EXCHANGE,18 CROSS STREET
103.8516771,1.280894771,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",ONE RAFFLES QUAY,1 RAFFLES QUAY
103.7431704,1.33320021,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CHALLENGER @ JEM,"50 JURONG GATEWAY ROAD, JEM, #04-01"
103.7431704,1.33320021,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",COURTS @ JEM,"50 JURONG GATEWAY ROAD, JEM, #04-30"
103.944388,1.352672316,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CAPITALAND TAMPINES MALL,4 TAMPINES CENTRAL 5
103.8384064,1.298975499,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",SINGTEL @ COMCENTRE,"31B EXETER ROAD, COMCENTRE"
103.8504872,1.33166814,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CASH CONVERTERS @ 192 TOA PAYOH LORONG 4,192 TOA PAYOH LORONG 4
103.8479443,1.37060312,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CASH CONVERTERS @ 710A ANG MO KIO AVE 8,710A ANG MO KIO AVE 8
103.7467345,1.334898437,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CHALLENGER @ IMM,"2 JURONG EAST STREET 21, IMM, #2-23"
103.8215893,1.263895802,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CHALLENGER @ VIVOCITY,"1 HARBOURFRONT WALK, VIVOCITY, #2-34"
103.9530245,1.342706186,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",COURTS @ EASTPOINT MALL,"3 SIMEI STREET 6, EASTPOINT MALL, #04-07"
103.9319999,1.372101696,"Bin collection; E-waste accepted: Batteries, Lamps",GIANT @ GIANT HYPERMART TAMPINES,"21 TAMPINES NORTH DRIVE 2, GIANT HYPERMART TAMPINES, #03-01"
103.9323601,1.324961423,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",HARVEY NORMAN @ BEDOK POINT,"799 NEW UPPER CHANGI ROAD, BEDOK POINT, #B1-01/02, #B-16/2 AND #B1-K1/K14"
103.7639619,1.380517328,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",HARVEY NORMAN @ BUKIT PANJANG PLAZA,"1 JELEBU ROAD, BUKIT PANJANG PLAZA, #03-06"
103.8476079,1.372854254,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",HARVEY NORMAN @ DJITSUN MALL,"5 ANG MO KIO CENTRAL 3, DJITSUN MALL, #2-1"
103.859344,1.29296504,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",HARVEY NORMAN @ MILLENIA WALK,"9 RAFFLES BOULEVARD, MILLENIA WALK, #02-27"
103.9051136,1.301191307,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",HARVEY NORMAN @ PARKWAY PARADE,"80 MARINE PARADE ROAD, PARKWAY PARADE, #02-34"
103.8100313,1.281122264,Bin collection; E-waste accepted: Ink and toner cartridges,DEPOT HEIGHTS SHOPPING CENTRE,"108 DEPOT ROAD, DEPOT HEIGHTS SHOPPING CENTRE"
103.810959,1.292703393,Bin collection; E-waste accepted: Ink and toner cartridges,DAWSON PLACE,"57 DAWSON RD, DAWSON PLACE"
103.8411521,1.287388558,Bin collection; E-waste accepted: Ink and toner cartridges,54 CHIN SWEE RD,"54 CHIN SWEE ROAD HDB-CENTRAL AREA, 54 CHIN SWEE RD"
103.861312,1.308806093,Bin collection; E-waste accepted: Ink and toner cartridges,KITCHENER COMPLEX,"809 FRENCH ROAD, KITCHENER COMPLEX"
103.8436568,1.320211,Bin collection; E-waste accepted: Ink and toner cartridges,NOVENA SQUARE,"238 THOMSON ROAD, NOVENA SQUARE"
103.8483261,1.332141119,Bin collection; E-waste accepted: Ink and toner cartridges,HDB HUB,"6 LORONG TOA PAYOH, HDB HUB"
103.7602184,1.385096023,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ SENJA GRAND,"BLK 628 SENJA RD, SENJA GRAND, #01-01"
103.7531184,1.380030579,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ BLK 140 TECK WHYE LANE,"BLK 140 TECK WHYE LANE, #01-351"
103.9444581,1.354801078,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CASH CONVERTERS @ 510 TAMPINES CENTRAL 1,510 TAMPINES CENTRAL 1
103.944388,1.352672316,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",STARHUB @ TAMPINES CENTRAL,"4 TAMPINES CENTRAL 5, TAMPINES CENTRAL, #2-27"
103.9450195,1.35431556,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CHALLENGER @ TAMPINES 1,"10 TAMPINES CENTRAL 1, TAMPINES 1, #4-25"
103.9450195,1.35431556,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",GAIN CITY @ TAMPINES 1,"10 TAMPINES CENTRAL 1, TAMPINES 1, #B1-09"
103.7389318,1.378056142,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",SUNSHINE PLACE @ 475 CHOA CHU KANG AVENUE 3,475 CHOA CHU KANG AVENUE 3
103.7449238,1.384065159,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",PEOPLE'S ASSOCIATION @ KEAT HONG CC,"2 CHOA CHU KANG LOOP, KEAT HONG CC"
103.8564218,1.311305165,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CITY SQUARE MALL @ 180 KITCHENER ROAD,180 KITCHENER ROAD
103.89498,1.39209415,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",COMPASS ONE #B1-52/53 @ 1 SENGKANG SQUARE,1 SENGKANG SQUARE
103.7866196,1.435077886,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ WOODLANDS CIVIC CENTRE,"900 SOUTH WOODLANDS DRIVE, WOODLANDS CIVIC CENTRE, #B1-01"
103.7951367,1.437679197,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ BLK 888 WOODLANDS DR 50,"BLK 888 WOODLANDS DR 50, #01-757"
103.8828942,1.375148978,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CI YUAN CC,51 HOUGANG AVENUE 9
103.8926222,1.364757432,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",HOUGANG CC,35 HOUGANG AVENUE 3
103.8483992,1.369248913,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CHALLENGER @ ANG MO KIO HUB,"ANG MO KIO AVENUE 3, ANG MOH KIO HUB, #B1-58"
103.8412862,1.362137568,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",MARYMOUNT CC,SIN MING AVE
103.7856887,1.436007845,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CAUSEWAY POINT,1 WOODLANDS SQUARE
103.9051136,1.301191307,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",BEST DENKI @ PARKWAY PARADE,"80 MARINE PARADE ROAD, PARKWAY PARADE, #3-29"
103.8357765,1.42969848,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",HARVEY NORMAN @ NORTHPOINT CITY,"930 YISHUN AVENUE 2, NORTHPOINT CITY"
103.8215893,1.263895802,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",BEST DENKI @ VIVOCITY,"1 HARBOURFRONT WALK, VIVOCITY, #2-07"
103.8215893,1.263895802,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",FAIRPRICE @ VIVOCITY,"1 HARBOURFRONT WALK, VIVOCITY, #B2-23"
103.7642482,1.314853218,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",BEST DENKI @ THE CLEMENTI MALL,"3155 COMMONWEALTH AVENUE WEST, THE CLEMENTI MALL, #04-46/47/48/49"
103.8269351,1.286463453,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CHALLENGER @ TIONG BAHRU PLAZA,"302 TIONG BAHRU ROAD, TIONG BAHRU PLAZA, #3-19"
103.8450476,1.300747708,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",BEST DENKI @ PLAZA SINGAPURA,"68 ORCHARD ROAD, PLAZA SINGAPURA, #3-39"
103.8450476,1.300747708,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",STARHUB @ PLAZA SINGAPURA,"68 ORCHARD ROAD, PLAZA SINGAPURA, #1-36"
103.7393714,1.333753432,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CASH CONVERTERS @ 135 JURONG GATEWAY ROAD,135 JURONG GATEWAY ROAD
103.7467345,1.334898437,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",BEST DENKI @ IMM,"2 JURONG EAST STREET 21, IMM, #3-33"
103.705351,1.339315034,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",BEST DENKI @ JURONG POINT,"63 JURONG WEST CENTRAL 3, JURONG POINT, #B1-92"
103.705351,1.339315034,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",FAIRPRICE @ JURONG POINT,"63 JURONG WEST CENTRAL 3, JURONG POINT, #03-01"
103.7064609,1.339830153,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CHALLENGER @ JURONG POINT,"1 JURONG WEST CENTRAL 2, JURONG POINT, #B1-94"
103.8450476,1.300747708,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CHALLENGER @ PLAZA SINGAPURA,"68 ORCHARD ROAD, PLAZA SINGAPURA, #4-12"
103.8194621,1.448226532,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CHALLENGER @ SUN PLAZA,"30 SEMBAWANG DRIVE, SUN PLAZA, #2-06"
103.7856887,1.436007845,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",COURTS @ CAUSEWAY POINT,"1 WOODLANDS SQUARE, CAUSEWAY POINT, #04-19/20"
103.8412365,1.417999256,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",WISTERIA MALL,"598 YISHUN RING RD, WISTERIA MALL"
103.7686373,1.309733306,"Bin collection; E-waste accepted: Batteries, Lamps",SHENG SIONG @  420A CLEMENTI,"BLK 420A CLEMENTI AVE 1, #01-01"
103.7034157,1.348784892,"Bin collection; E-waste accepted: Batteries, Lamps",SHENG SIONG @  7 JURONG WEST,"7 JURONG WEST AVE 5, #01-01"
103.9528161,1.350010739,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",TAMPINES CHANGKAT ZONE 4 RC,"285 TAMPINES STREET 22, TAMPINES CHANGKAT ZONE 4 RC"
103.9598735,1.356938006,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",TAMPINES CHANGKAT ZONE 8 RC,"364 TAMPINES STREET 34, TAMPINES CHANGKAT ZONE 8 RC"
103.9501482,1.35955258,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",TAMPINES NORTH ZONE 3 RC,"430 TAMPINES STREET 41, TAMPINES NORTH ZONE 3 RC"
103.9334992,1.356706058,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",TAMPINES COURTVIEW RC,"730 TAMPINES STREET 71, TAMPINES COURTVIEW RC"
103.9343834,1.359041594,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",TAMPINES GREENVALE RC,"736 TAMPINES STREET 72, TAMPINES GREENVALE RC"
103.9359524,1.351738504,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",TAMPINES VILLE RN,"842 TAMPINES STREET 82, TAMPINES VILLE RN"
103.9314788,1.351326074,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",TAMPINES SPRING RN,"880 TAMPINES AVENUE 8, TAMPINES SPRING RN"
103.9497933,1.345184279,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",TAMPINES CHANGKAT ZONE 5 RC,"124 TAMPINES STREET 11, TAMPINES CHANGKAT ZONE 5 RC"
103.8480833,1.380340907,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps","NANYANG POLYTECHNIC, BLOCK E (NORTH CANTEEN)","ANG MO KIO AVENUE 8, NANYANG POLYTECHNIC, BLOCK E (NORTH CANTEEN)"
103.8309198,1.354669019,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",THOMSON PLAZA,"301 UPPER THOMSON ROAD, THOMSON PLAZA"
103.7715625,1.332762597,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps","NGEE ANN POLYTECHNIC, BLK 22","535 CLEMENTI ROAD, NGEE ANN POLYCLINIC, BLK 22"
103.7521127,1.375024934,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",ITE COLLEGE WEST,"1 CHOA CHU KANG GROVE, ITE COLLEGE WEST"
103.8423932,1.27559619,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ TANJONG PAGAR PLAZA,"TANJONG PAGAR PLAZA, #01-01"
103.8176429,1.283119496,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ 166 BUKIT MERAH CENTRAL,"166 BUKIT MERAH CENTRAL, #01-3531 & 02-3531"
103.810959,1.292703393,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ DAWSON PLACE,"BLK 57 DAWSON RD, DAWSON PLACE, #01-07"
103.8267938,1.289778133,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ BLK 50 HAVELOCK RD,"BLK 50 HAVELOCK RD, BLK 50 HAVELOCK RD, #01-755"
103.7493345,1.348710802,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ 10 BUKIT BATOK CENTRAL,"10 BUKIT BATOK CENTRAL, #01-08"
103.7312191,1.345512094,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ BLK 345 JURONG EAST ST 31,"BLK 345 JURONG EAST ST 31, #01-29"
103.9291821,1.324793607,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",BEST DENKI @ BEDOK MALL,"311 NEW UPPER CHANGI ROAD, BEDOK MALL, #B1-01/43/44"
103.9530245,1.342706186,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CHALLENGER @ EASTPOINT MALL,"3 SIMEI STREET 6, EASTPOINT MALL, #B1-08"
103.8793,1.375849973,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",FAIRPRICE @ HOUGANG 1,"1 HOUGANG ST 91, HOUGANG 1, #2-01"
103.8936616,1.372311856,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CHALLENGER @ HOUGANG MALL,"90 HOUGANG AVENUE 10, HOUGANG MALL, #02-13"
103.8717045,1.350438172,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",FAIRPRICE @ NEX MALL,"23 SERANGOON CENTRAL, NEX MALL, #03-42"
103.7642664,1.361967244,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",PEOPLE'S ASSOCIATION @ HILLVIEW CC,"1 HILLVIEW RISE, HILLVIEW CC"
103.8727507,1.303843268,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",FAIRPRICE @ WAVE MALL,"1 STADIUM PLACE LEVEL 1, WAVE MALL, #01-29"
103.8927244,1.317523841,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CHALLENGER @ PAYA LEBAR QUARTER(PLQ),"10 PAYA LEBAR ROAD, PAYA LEBAR QUARTER(PLQ), #4-01"
103.9051136,1.301191307,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",FAIRPRICE @ PARKWAY PARADE,"80 MARINE PARADE RD, PARKWAY PARADE, #3-28"
103.8484301,1.350172427,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",BEST DENKI @ JUNCTION 8 SHOPPING CENTRE,"9 BISHAN PLACE, JUNCTION 8 SHOPPING CENTRE, #3-2"
103.8484301,1.350172427,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ JUNCTION 8 SHOPPING CENTRE,"9 BISHAN PLACE, JUNCTION 8 SHOPPING CENTRE, #B1-01"
103.7639619,1.380517328,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ BUKIT PANJANG PLAZA,"NO. 1 JELEBU RD, BUKIT PANJANG PLAZA, #01-15 & #02-20"
103.7473297,1.39712886,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ YEW TEE MRT STATION,"61 CHOA CHU KANG DR, YEW TEE MRT STATION, #01-01"
103.7642482,1.314853218,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ THE CLEMENTI MALL,"3155 COMMONWEALTH AVENUE WEST, THE CLEMENTI MALL, #B1-12"
103.8650419,1.365160708,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ SERANGOON GARDEN VILLAGE,"1 MAJU AVE, SERANGOON GARDEN VILLAGE, #B1-11"
103.7785605,1.338656769,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ BUKIT TIMAH PLAZA,"NO. 1 JLN ANAK BUKIT, BUKIT TIMAH PLAZA, #B1-01 & #B2-01"
103.8309198,1.354669019,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ THOMSON PLAZA,"301 UPPER THOMSON RD, THOMSON PLAZA, #03-37/38"
103.8761527,1.302221771,"Bin collection; E-waste accepted: Batteries, Lamps",COLD STORAGE @ LEISURE PARK,"5 STADIUM WALK, KALLANG LIESURE PARK, #B1-01"
103.763751,1.302464084,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",SHENG SIONG @  720 CLEMENTI WEST,"720  CLEMENTI WEST ST 2, #01-144"
103.7439485,1.353038244,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",SHENG SIONG @  451 BUKIT BATOK,"451 BUKIT BATOK WEST AVENUE 6, #01-10"
103.8873631,1.320000402,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",SHENG SIONG @ 118  ALJUNIED,"118 ALJUNIED AVE 2, #01-100"
103.9310688,1.324635726,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",SHENG SIONG @  209 NEW UPPER CHANGI RD,"209 NEW UPPER CHANGI RD, #01-631"
103.856412,1.377892032,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",SHENG SIONG @  ITE COLLEGE CENTRAL,"ANG MO KIO DRIVE, #A1-12"
103.9374256,1.361136455,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",SHENG SIONG @  602A TAMPINES,"602A TAMPINES AVENUE 9, #01-01"
103.7797469,1.433512529,"Bin collection; E-waste accepted: Batteries, Lamps",SHENG SIONG @  4 WOODLANDS,"BLK 4 WOODLANDS STREET 12, #02-61"
103.8054898,1.446798878,"Bin collection; E-waste accepted: Batteries, Lamps",SHENG SIONG @  785E WOODLANDS,"BLK 785E WOODLANDS RISE, #01-01"
103.7901914,1.274599981,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",ICA @ PASIR PANJANG TERMINAL BUILDING 3,"3 HARBOUR DRIVE, PASIR PANJANG TERMINAL BUILDING 3"
103.9131957,1.402878453,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",OASIS TERRACES,"681 PUNGGOL DRIVE, OASIS TERRACES"
103.944388,1.352672316,"Manned collection; E-waste accepted: ICT equipment, Batteries, Lamps",COURTS @ TAMPINES MALL,"4 TAMPINES CENTRAL 5, TAMPINES MALL, #03-16/16A"
103.8499848,1.291244,"Manned collection; E-waste accepted: ICT equipment, Batteries, Lamps",COURTS @ FUNAN,"107 NORTH BRIDGE ROAD, FUNAN, #03-01"
103.8384866,1.301854877,"Manned collection; E-waste accepted: ICT equipment, Batteries, Lamps",COURTS @ COURTS ORCHARD,"228 ORCHARD ROAD, COURTS ORCHARD"
103.7743211,1.34449155,"Manned collection; E-waste accepted: ICT equipment, Batteries, Lamps",COURTS @ SIM LIAN BUILDING,"205 UPPER BUKIT TIMAH ROAD, SIM LIAN BUILDING"
103.7654765,1.312481082,"Manned collection; E-waste accepted: ICT equipment, Batteries, Lamps",COURTS @ CLEMENTI,"451 CLEMENTI AVE 3, COURTS CLEMENTI, #01-309"
103.7449504,1.385068357,"Manned collection; E-waste accepted: ICT equipment, Batteries, Lamps",COURTS @ LOT ONE,"21 CHOA CHU KANG AVE 4, LOT ONE, #03-01"
103.8576291,1.283322493,"Manned collection; E-waste accepted: ICT equipment, Batteries",APPLE @ MBS,"2 BAYFRONT AVENUE, MBS, B2-06"
103.836202,1.303105251,"Manned collection; E-waste accepted: ICT equipment, Batteries",APPLE @ ORCHARD,"270 ORCHARD ROAD, APPLE ORCHARD"
103.9890776,1.360340997,"Manned collection; E-waste accepted: ICT equipment, Batteries",APPLE @ JEWEL,"78 AIRPORT BOULEVARD, JEWEL, #02-234"
103.749022,1.35018916,Bin collection; E-waste accepted: Ink and toner cartridges,BUKIT BATOK PUBLIC LIBRARY,"1 BUKIT BATOK CENTRAL LINK, #3-01"
103.7639619,1.380517328,Bin collection; E-waste accepted: Ink and toner cartridges,BUKIT PANJANG PUBLIC LIBRARY,"1 JELEBU ROAD, #4-04 & 16/17"
103.9636539,1.334919773,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",FAIRPRICE @ 8 CHANGI BUSINESS PARK AVE 1,"8 CHANGI BUSINESS PARK AVE 1, #01-51 &, #02-51"
103.9623893,1.334325156,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CHALLENGER @ CHANGI CITY POINT,"5 CHANGI BUSINESS PARK CENTRAL 1, CHANGI CITY POINT, #01-56"
103.8645742,1.371893934,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",GAIN CITY @ ANG MO KIO INDUSTIRAL PARK 2,8 ANG MO KIO INDUSTRIAL PARK 2
103.7494568,1.359058888,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",PEOPLE'S ASSOCIATION @ HONG KAH NORTH CC,"30 BUKIT BATOK STREET 31, HONG KAH NORTH CC"
103.7627412,1.378349713,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",BEST DENKI @ HILLION MALL,"17 PETIR ROAD, HILLION MALL, #B1-65"
103.7460157,1.412863857,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",GAIN CITY @ GAIN CITY MEGASTORE @  SUNGEI KADUT,"71 SUNGEI KADUT DRIVE, GAIN CITY MEGASTORE @  SUNGEI KADUT"
103.9019882,1.406536107,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",BEST DENKI @ WATERWAY POINT,"83 PUNGGOL CENTRAL, WATERWAY POINT"
103.8434632,1.31733463,"Bin collection; E-waste accepted: Batteries, Lamps",COLD STORAGE @ UNITED SQUARE,"101 THOMSON ROAD, UNITED SQUARE, #B1-29"
103.8554112,1.299112871,"Bin collection; E-waste accepted: Batteries, Lamps",COLD STORAGE @ BUGIS JUNCTION,"230 VICTORIA STREET, BUGIS JUNCTION, #B1-17"
103.7956924,1.330817401,"Bin collection; E-waste accepted: Batteries, Lamps",COLD STORAGE @ GUTHRIE HOUSE,"1 FIFTH AVENUE, GUTHRIE HOUSE, #01-05"
103.8527683,1.293760279,"Bin collection; E-waste accepted: Batteries, Lamps",COLD STORAGE @ RAFFLES CITY SHOPPING CENTRE,"1 STAMFORD ROAD, RAFFLES CITY SHOPPING CENTRE, #B1-01"
103.8142456,1.32257317,"Bin collection; E-waste accepted: Batteries, Lamps",COLD STORAGE @ CLUNY COURT,"501 BUKIT TIMAH ROAD, CLUNY COURT, #01-02"
103.7652845,1.303582681,"Bin collection; E-waste accepted: Batteries, Lamps",COLD STORAGE @ WEST COAST PLAZA,"154 WEST COAST ROAD, WEST COAST PLAZA, #B1-19"
